ID_RESTAURANTE,NOMBRE_RESTAURANTE,ZONA,NUM_EDIFICIO,CALLE,CODIGO_POSTAL,LATITUD,LONGITUD,COCINA,FECHA,VIOLACION,GRAVEDAD,PUNTAJE,CALIFICACION,ID_EDIFICIO,TIPO_COMPETENCIA
50106794,BANH MI CO UT,Manhattan,83,ELIZABETH STREET,10013,40.71803352668,-73.99606428454,Asian/Asian Fusion,2025-12-03,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,1079594,Indirecta (Tráfico)
50106799,DRAGON SUSHI OF 8 AVENUE,Manhattan,2072,8 AVENUE,10026,40.8020289055,-73.95709656521,Japanese,2025-05-05,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,1055107,Indirecta (Tráfico)
50106850,OLLIN,Manhattan,339,EAST  108 STREET,10029,40.79109142467,-73.93956661874,Mexican,2025-10-08,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,1052807,Directa (Rivales)
50106866,DOLAR SHOP,Manhattan,55,3 AVENUE,10003,40.73098834968,-73.98884001497,Chinese,2025-09-25,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,24.0,B,1006807,Indirecta (Tráfico)
50106875,KOHLBERG KRAVIS ROBERTS EMPLOYEE CAFETERIA,Manhattan,30,HUDSON YARDS,10001,40.7537100375,-73.99977982794,American,2024-07-26,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,6.0,A,1088961,Indirecta (Tráfico)
50106938,SABLE'S,Manhattan,1330,3 AVENUE,10075,40.77242458466,-73.9586573507,American,2025-07-21,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,1043176,Indirecta (Tráfico)
50106956,TABLE D'HOTE,Manhattan,44,EAST   92 STREET,10128,40.78453060733,-73.9557392939,French,2025-06-26,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,1047033,Indirecta (Tráfico)
50107020,THE CHICK INN HARLEM,Manhattan,3508,BROADWAY,10031,40.82541450893,-73.95117371115,American,2025-01-06,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1061879,Indirecta (Tráfico)
50107035,LAS PANTERAS NEGRAS,Manhattan,2130,2 AVENUE,10029,40.79283224315,-73.94080739119,Spanish,2025-05-29,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1052852,Indirecta (Tráfico)
50107037,TACO BELL,Manhattan,707,LEXINGTON AVENUE,10022,40.76116060166,-73.96894503315,Tex-Mex,2025-11-05,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1036906,Directa (Rivales)
50107045,MAMA TACO,Manhattan,5025,BROADWAY,10034,40.86938998294,-73.91661514673,Tex-Mex,2025-07-24,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,36.0,Sin Calificación,1065009,Directa (Rivales)
50107101,MISTA OH,Manhattan,41,WEST   24 STREET,10010,40.74285686939,-73.99063519561,Korean,2025-09-16,Current letter grade or Grade Pending card not posted,Not Critical,0.0,Sin Calificación,1015594,Indirecta (Tráfico)
50107127,ELENI'S,Manhattan,226,3 AVENUE,10003,40.73650761354,-73.98484814942,Greek,2024-11-13,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,1017927,Indirecta (Tráfico)
50107169,YARD HOUSE #8389,Manhattan,575,7 AVENUE,10018,40.75513664263,-73.98759791034,American,2025-10-17,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,30.0,Sin Calificación,1022569,Indirecta (Tráfico)
50107217,HOTEL CHANTELLE,Manhattan,92,LUDLOW STREET,10002,40.71838716137,-73.98920648634,American,2023-06-16,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26.0,N,1005299,Indirecta (Tráfico)
50107218,QUESADILLAS DE MATY,Manhattan,2141,2 AVENUE,10029,40.79327948049,-73.94050362328,Mexican,2025-09-16,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10.0,A,1052465,Directa (Rivales)
50107220,TABERNACLE STEAKHOUSE,Manhattan,315,WEST   36 STREET,10018,40.75377845693,-73.99322879979,Steakhouse,2024-06-20,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,1013595,Indirecta (Tráfico)
50107236,VILLAGE CAFE & GRILL,Manhattan,128,EAST    4 STREET,10003,40.72535869504,-73.98748441478,American,2025-03-20,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,12.0,A,1006176,Indirecta (Tráfico)
50107255,TACOMBI,Manhattan,202,EAST   70 STREET,10021,40.76831111863,-73.96130617073,Tex-Mex,2025-06-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,1043904,Directa (Rivales)
50107271,OVA CAFE MEZZ,Manhattan,1,VANDERBILT AVENUE,10017,40.75287634138,-73.97839453421,American,2024-07-26,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,3.0,A,1090825,Indirecta (Tráfico)
50107288,UDON ST MARKS,Manhattan,11,SAINT MARKS PLACE,10003,40.72922898451,-73.98914699474,Japanese,2025-09-25,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,1006758,Indirecta (Tráfico)
50107339,HONEYBRAINS,Manhattan,611,5 AVENUE,10022,40.75799516137,-73.97757709531,American,2024-07-26,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,1081145,Indirecta (Tráfico)
50107356,DRAGON ONE OF MANHATTAN,Manhattan,2076,8 AVENUE,10026,40.8021167131,-73.95703149216,Chinese,2025-09-10,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1055109,Indirecta (Tráfico)
50107381,HUDSON RIVER TRADING,Manhattan,175,GREENWICH STREET,10007,40.71096789371,-74.0123577694,American,2025-07-07,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,1088797,Indirecta (Tráfico)
50107397,NY SAL'S PIZZA,Manhattan,536,EAST   14 STREET,10009,40.72982318003,-73.97894685739,Pizza,2024-09-19,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22.0,B,1005243,Indirecta (Tráfico)
50107403,WINGSTOP,Manhattan,4051,BROADWAY,10032,40.84285436775,-73.93922304615,Chicken,2024-12-05,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1063475,Indirecta (Tráfico)
50107405,THE LITTLE BEET,Manhattan,1291,1 AVENUE,10021,40.76620167906,-73.95717749461,American,2024-10-07,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1044821,Indirecta (Tráfico)
50107410,CRIOLLAS BAKED EMPANADAS,Manhattan,1000S,8 AVENUE,10019,40.76681222692,-73.98280874723,Mexican,2025-02-12,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,1799161,Directa (Rivales)
50107414,AU ZA'ATAR,Manhattan,1063,1 AVENUE,10022,40.75887778776,-73.96251729811,Middle Eastern,2024-10-23,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,1040007,Indirecta (Tráfico)
50107442,DOUBLE CHICKEN PLEASE,Manhattan,115,ALLEN STREET,10002,40.71945771357,-73.99024166938,Chicken,2025-11-25,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24.0,Z,1087060,Indirecta (Tráfico)
50107443,JOE'S STEAM RICE ROLL,Manhattan,422,AMSTERDAM AVENUE,10024,40.7840209591,-73.97769468287,Chinese,2025-08-20,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26.0,Z,1032664,Indirecta (Tráfico)
50107462,PANINERIA,Manhattan,9,EAST    8 STREET,10003,40.732001632,-73.99574593496,Italian,2025-02-10,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,1009222,Indirecta (Tráfico)
50107497,TRUFA PIZZERIA,Manhattan,3161,BROADWAY,10027,40.81461703452,-73.95907901348,Pizza,2024-12-23,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12.0,A,1082765,Indirecta (Tráfico)
50107500,TEMPURA,Manhattan,511,9 AVENUE,10018,40.75612254087,-73.99431863239,Japanese,2025-11-12,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,Sin Calificación,1000000,Indirecta (Tráfico)
50107525,TARA ROSE,Manhattan,384,3 AVENUE,10016,40.74168093241,-73.98107585186,American,2024-09-18,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,1018181,Indirecta (Tráfico)
50107540,BBF,Manhattan,177,LUDLOW STREET,10002,40.72190302895,-73.98744177445,Japanese,2025-08-21,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19.0,B,1005401,Indirecta (Tráfico)
50107547,CAFFE DE LA VENEZIA,Manhattan,105,MULBERRY STREET,10013,40.7174132655,-73.99840191965,Italian,2025-02-13,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,0.0,Sin Calificación,1002658,Indirecta (Tráfico)
50107564,FRIEDMAN'S / PICK A BAGEL,Manhattan,35,WEST END AVENUE,10023,40.77302166613,-73.98943227496,American,2025-12-03,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,1087719,Indirecta (Tráfico)
50107573,TACO BELL,Manhattan,1501,BROADWAY,10036,40.7570962405,-73.98619342435,Mexican,2025-05-13,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,1024706,Directa (Rivales)
50107585,BURGER WORLD,Manhattan,534,9 AVENUE,10018,40.75684987322,-73.99376269959,Hamburgers,2025-09-17,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1013699,Indirecta (Tráfico)
50107617,KYURAMEN,Manhattan,210,EAST   14 STREET,10003,40.73306865214,-73.98668914482,Asian/Asian Fusion,2025-01-22,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27.0,B,1006894,Indirecta (Tráfico)
50107643,MIMI'S PIZZA,Manhattan,217,EAST   86 STREET,10028,40.77854059286,-73.95330965898,Pizza,2025-12-15,Current letter grade or Grade Pending card not posted,Not Critical,0.0,Sin Calificación,1048791,Indirecta (Tráfico)
50107674,WIMPY'S RESTAURANT,Manhattan,2334,2 AVENUE,10035,40.79926615982,-73.93610262,Mexican,2025-12-11,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,31.0,Sin Calificación,1054785,Directa (Rivales)
50107686,NOI DUE CAFE,Manhattan,491,COLUMBUS AVENUE,10024,40.78491481118,-73.97330331348,Italian,2025-07-08,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33.0,Sin Calificación,1031245,Indirecta (Tráfico)
50107708,PAOLA'S RESTAURANT,Manhattan,1361,LEXINGTON AVENUE,10128,40.78221867314,-73.95358150057,Italian,2023-11-17,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,27.0,B,1048254,Indirecta (Tráfico)
50107752,FIVE IRON GOLF,Manhattan,883,AVENUE OF THE AMERICAS,10001,40.74814313506,-73.98899232038,American,2025-09-25,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1088533,Indirecta (Tráfico)
50107759,KOBE SUSHI JAPANESE CUISINE,Manhattan,1472,YORK AVENUE,10075,40.7709036241,-73.95077337279,Japanese,2024-12-04,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1046413,Indirecta (Tráfico)
50107781,O CUISINE,Manhattan,1261,PARK AVENUE,10029,40.78749886314,-73.95184803195,American,2024-12-19,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,11.0,A,1051722,Indirecta (Tráfico)
50107791,THE GALLERY,Manhattan,17,WEST   20 STREET,10011,40.74003259686,-73.99179035707,Japanese,2023-10-03,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,1015493,Indirecta (Tráfico)
50107838,CHINA KING,Manhattan,1759,LEXINGTON AVENUE,10029,40.79422033999,-73.94481862164,Chinese,2024-10-04,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10.0,A,1052148,Indirecta (Tráfico)
50107844,VANESSA'S DUMPLING HOUSE,Manhattan,452,AMSTERDAM AVENUE,10024,40.78490189859,-73.97705522623,Chinese,2023-12-07,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,10.0,A,1032686,Indirecta (Tráfico)
50107871,CHAMPION PIZZA,Manhattan,2,WEST   14 STREET,10011,40.73619555954,-73.9941038325,Pizza,2025-10-27,Hot TCS food item not held at or above 140 °F.,Critical,29.0,Sin Calificación,1009717,Indirecta (Tráfico)
50107884,KATI SHOP,Manhattan,1370,BROADWAY,10018,40.75204054316,-73.98750464751,Thai,2025-10-14,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,10.0,A,1015244,Indirecta (Tráfico)
50107904,BANH,Manhattan,942,AMSTERDAM AVENUE,10025,40.80075268152,-73.96548792526,Asian/Asian Fusion,2024-03-20,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,1056639,Indirecta (Tráfico)
50107906,OM RESTAURANT,Manhattan,1531,YORK AVENUE,10028,40.7727202203,-73.94977555081,Indian,2023-06-05,"Food worker/food vendor does not wash hands thoroughly after using the toilet, or after coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands or does not change gloves when required; Worker fails to refrain from smoking or being fully clothed in clean outer garments.",Critical,13.0,A,1050371,Indirecta (Tráfico)
50107907,VILLAGE SQUARE PIZZA II,Manhattan,118,CHRISTOPHER ST WEST,10014,40.7331735886,-74.0056036299,Pizza,2025-04-29,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32.0,Z,1010035,Indirecta (Tráfico)
50107935,A TASTE OF SEAFOOD,Manhattan,2,WEST  125 STREET,10027,40.8065019541,-73.94250378322,Seafood,2025-03-13,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1053466,Indirecta (Tráfico)
50107938,DADO'S PIZZA,Manhattan,341,SAINT NICHOLAS AVENUE,10027,40.81208340263,-73.9514364079,Pizza,2024-12-11,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,1059391,Indirecta (Tráfico)
50107959,PANDA 148,Manhattan,23,CATHERINE STREET,10038,40.71289260704,-73.99713591556,Chinese,2024-04-30,Hot TCS food item not held at or above 140 °F.,Critical,11.0,A,1003431,Indirecta (Tráfico)
50107980,SAAR,Manhattan,241,WEST   51 STREET,10019,40.76240437752,-73.9844271026,Indian,2025-07-23,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,17.0,B,1024816,Indirecta (Tráfico)
50107981,COUNTER & BODEGA,Manhattan,216,7 AVENUE,10011,40.74376020506,-73.99589675241,Latin American,2025-08-22,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Z,1078606,Directa (Rivales)
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,40.70394697523,-74.01029705239,American,2025-10-09,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,Sin Calificación,1000836,Indirecta (Tráfico)
50108040,LIGHTHOUSE FISHMARKET,Manhattan,510,EAST  117 STREET,10035,40.79562727871,-73.93245473741,Seafood,2024-09-09,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13.0,A,1081450,Indirecta (Tráfico)
50108065,CHICK-FIL-A,Manhattan,1536,3 AVENUE,10028,40.77907876611,-73.9538075649,Chicken,2024-11-14,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,1047964,Indirecta (Tráfico)
50108087,5IVE SPICE,Manhattan,227,MULBERRY STREET,10012,40.72248828434,-73.99606402045,Asian/Asian Fusion,2025-02-06,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,25.0,Z,1007530,Indirecta (Tráfico)
50108106,POPEYES LOUISIANA KITCHEN,Manhattan,934,8 AVENUE,10019,40.76561289312,-73.98366463408,Chicken,2025-12-02,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28.0,Sin Calificación,1024891,Indirecta (Tráfico)
50108113,KAUSA,Manhattan,745,9 AVENUE,10019,40.76368669038,-73.98880924552,Peruvian,2025-10-07,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,7.0,A,1026685,Indirecta (Tráfico)
50108114,CAFE AROMA,Manhattan,502,9 AVENUE,10018,40.75599079596,-73.99439083371,American,2025-10-15,Hot TCS food item not held at or above 140 °F.,Critical,10.0,A,1087722,Indirecta (Tráfico)
50108174,JET'S PIZZA,Manhattan,1165,2 AVENUE,10065,40.76207567723,-73.96327716639,Pizza,2025-08-27,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,1043795,Indirecta (Tráfico)
50108239,TIMES SQUARE MARKET,Manhattan,1535,BROADWAY,10036,40.75825992874,-73.98546764747,American,2024-12-18,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,1024727,Indirecta (Tráfico)
50108317,KFC,Manhattan,242,EAST   14 STREET,10003,40.73285450033,-73.98618042536,Chicken,2025-01-16,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,0.0,Sin Calificación,1006906,Indirecta (Tráfico)
50108333,HAY HAY ROASTED,Manhattan,81,MOTT STREET,10013,40.71647729289,-73.99797988176,Chinese,2024-11-14,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,11.0,A,1002392,Indirecta (Tráfico)
50108361,SZECHUAN GOURMET,Manhattan,21,WEST   39 STREET,10018,40.75197686557,-73.98320961174,Chinese,2024-08-30,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,17.0,B,1016043,Indirecta (Tráfico)
50108362,99 CENT DELICIOUS PIZZA,Manhattan,460,7 AVENUE,10123,40.75161536474,-73.99017197378,Pizza,2025-08-08,Failure to post or conspicuously post healthy eating information,Not Critical,0.0,Sin Calificación,1014410,Indirecta (Tráfico)
50108396,CHINA WOK,Manhattan,454A,LENOX AVENUE,10037,40.81255111008,-73.94197832535,Chinese,2024-06-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1053885,Indirecta (Tráfico)
50108415,UVA NEXT DOOR,Manhattan,1484,2 AVENUE,10075,40.77228353939,-73.95580523126,Italian,2023-01-08,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,26.0,B,1045199,Indirecta (Tráfico)
50108438,MARWIN,Manhattan,1132,1 AVENUE,10065,40.76161637462,-73.96048342882,Thai,2025-03-12,Hot TCS food item not held at or above 140 °F.,Critical,11.0,A,1045313,Indirecta (Tráfico)
50108452,VIA DELLA PACE,Manhattan,87,EAST    4 STREET,10003,40.72635527584,-73.98981492435,Italian,2025-06-17,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9.0,A,1006598,Indirecta (Tráfico)
50108454,NOZ MARKET,Manhattan,1374,3 AVENUE,10075,40.77370055774,-73.95772866569,Japanese,2023-04-05,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,1043248,Indirecta (Tráfico)
50108497,DHAMAKA,Manhattan,88,ESSEX STREET,10002,40.71814005373,-73.98840206641,Indian,2025-04-15,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,13.0,A,1090554,Indirecta (Tráfico)
50108511,ATLANTIC GRILL (50 W65 ST)/ RAMPOLDI NY (49 W64 ST),Manhattan,49,WEST   64 STREET,10023,40.77165091924,-73.98083262955,Mediterranean,2024-01-11,Hot TCS food item not held at or above 140 °F.,Critical,13.0,A,1081012,Indirecta (Tráfico)
50108603,CHINA KING,Manhattan,2026,LEXINGTON AVENUE,10035,40.80325270831,-73.93824796345,Chinese,2024-12-19,Sin Violaciones Registradas,Not Applicable,0.0,Sin Calificación,1054448,Indirecta (Tráfico)
50108605,MALA PROJECT,Manhattan,245,EAST   53 STREET,10022,40.75726562562,-73.96834766717,Chinese,2025-06-16,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,1090702,Indirecta (Tráfico)
50108655,STAFILI WINE CAFE,Manhattan,796,GREENWICH STREET,10014,40.73738400955,-74.00650249944,Greek,2024-05-30,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,1012064,Indirecta (Tráfico)
50108675,ROCCO'S PIZZA,Manhattan,148,8 AVENUE,10011,40.74184717473,-74.00098157535,Pizza,2025-09-15,Thawing procedure improper.,Not Critical,44.0,Sin Calificación,1013845,Indirecta (Tráfico)
50108715,JUFU GARDEN,Manhattan,68,EAST BROADWAY,10002,40.71362814068,-73.99520603226,Chinese,2025-11-24,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17.0,Z,1003506,Indirecta (Tráfico)
50108717,BANDITS,Manhattan,44,BEDFORD STREET,10014,40.73035202867,-74.00423952689,American,2025-02-26,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,Sin Calificación,1009893,Indirecta (Tráfico)
50108737,UBER,Manhattan,175,GREENWICH STREET,10007,40.71096789371,-74.0123577694,American,2025-01-06,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,1088797,Indirecta (Tráfico)
50108743,HUNTER DELI,Manhattan,966,LEXINGTON AVENUE,10021,40.76939035561,-73.96296624775,American,2025-03-06,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,1042724,Indirecta (Tráfico)
50108773,MANHATTAN INDIAN FLAVOR,Manhattan,311,2 AVENUE,10003,40.73492363483,-73.9830623745,Indian,2025-07-08,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,12.0,A,1019587,Indirecta (Tráfico)
50108779,KITCHEN PARADISE,Manhattan,48,WEST   48 STREET,10036,40.75810267036,-73.98008935248,Chinese,2025-03-04,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,1034498,Indirecta (Tráfico)
50108824,NY 99 CENTS FRESH PIZZA,Manhattan,12,PERRY STREET,10014,40.735825161,-74.00125933352,Pizza,2025-02-21,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,1010884,Indirecta (Tráfico)
50108831,SOLNUSHKA,Manhattan,2270,1 AVENUE,10035,40.79645220964,-73.93506516022,American,2024-10-24,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,30.0,N,1053097,Indirecta (Tráfico)
