NOMBRE,CATEGORIA,COORDENADAS
GABON CONSULATE,Gobierno,POINT (-73.980451314757 40.752259008979)
STUYVESANT TOWN 271 AVE C,Residencial,POINT (-73.975388586635 40.729741885862)
NEW SCHOOL PARSONS EAST,Educativo,POINT (-73.992780956949 40.734994169123)
NY TIMES NEWSPAPER,Comercial,POINT (-73.99002703706 40.756181692666)
STANTON STREET COURTS,Recreativo,POINT (-73.991366547277 40.722139933867)
GATEWAY SCHOOL,Educativo,POINT (-73.987459386104 40.772225133376)
WESTGATE NEW YORK GRAND CENTRAL HOTEL,Comercial,POINT (-73.971921217071 40.749475359627)
MORNINGSIDE PARK,Recreativo,POINT (-73.95843779948 40.805758629051)
WAGNER HOUSES BUILDING 7,Residencial,POINT (-73.931072347173 40.798920353874)
ABRAHAM JOSHUA HESCHEL HIGH SCHOOL,Educativo,POINT (-73.989623450929 40.77233022944)
SAUDI ARABIA MISSION,Gobierno,POINT (-73.968471373814 40.751144210053)
GOVERNORS ISLAND THE HILLS,Recreativo,POINT (-74.024544188788 40.686967454429)
THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,Educativo,POINT (-74.020431532024 40.690874541494)
6 AVENUE ELEMENTARY SCHOOL,Educativo,POINT (-73.995338026563 40.738942950899)
BARNARD COLLEGE LEHMAN HALL,Educativo,POINT (-73.963677589174 40.809588719997)
STANFORD HOTEL,Comercial,POINT (-73.987532711153 40.748214633875)
JUILLIARD SCHOOL,Educativo,POINT (-73.982820936727 40.773508042201)
MONACO MISSION TO UN,Gobierno,POINT (-73.966248300385 40.752462383612)
SHERRY NETHERLAND HOTEL,Comercial,POINT (-73.972609403477 40.7643496109)
PETER J SHARP THEATER,Cultural,POINT (-73.98350008923 40.773833428158)
MACYS HERALD SQUARE,Comercial,POINT (-73.989833049702 40.751091710859)
MADISON HOTEL 27 ST,Comercial,POINT (-73.986341847201 40.743613445544)
AMSTERDAM COURT HOTEL,Comercial,POINT (-73.985184401932 40.761745689792)
SAO TOME AND PRINCIPE MISSION TO UN,Gobierno,POINT (-73.972331799962 40.760026872773)
DEXTER HOUSE HOSTEL,Comercial,POINT (-73.979552033951 40.789821568117)
STEPHEN SONDHEIM THEATRE,Cultural,POINT (-73.984939252874 40.755882739301)
JEFFERSON HOUSES BUILDING 14,Residencial,POINT (-73.940412371386 40.796797384601)
VLADECK HOUSES BUILDING 9,Residencial,POINT (-73.982245877381 40.712403114308)
PS 333 MANHATTAN SCHOOL FOR CHILDREN,Educativo,POINT (-73.971015739208 40.791579629339)
ECUADOR CONSULATE,Gobierno,POINT (-73.971636194915 40.750098643047)
AMSTERDAM HOUSES BUILDING 4,Residencial,POINT (-73.987187248478 40.772731683054)
FT TRYON PARK ESTATE ENTRANCE GATES,Recreativo,POINT (-73.935355981692 40.859774753854)
CARLTON REGENCY SOUTH BUILDING,Residencial,POINT (-73.978422200771 40.747784252065)
PEDRO ALBIZU CAMPOS PZ II HOUSES,Residencial,POINT (-73.976761886951 40.728325202237)
SAMUEL CITY HOUSES BUILDING 10,Residencial,POINT (-73.937925930656 40.822690501693)
INWOOD HILL PARK WHITE PINES,Recreativo,POINT (-73.927719015417 40.870250404361)
SAM & SADIE KOENIG GARDEN,Recreativo,POINT (-73.978368970969 40.724074848313)
FRANKLIN PLAZA BUILDING 7 B,Residencial,POINT (-73.941613785024 40.790593306528)
TWENTY-SIXTH STREET APARTMENT RESIDENCE NYU COLLEGE OF DENTISTRY,Educativo,POINT (-73.977991922275 40.738927806855)
LIMELIGHT FITNESS,Comercial,POINT (-73.993799926791 40.741099210544)
US COAST GUARD MANHATTAN STATION,Gobierno,POINT (-74.014512991649 40.70109004439)
LITTLE ISLAND PARK,Recreativo,POINT (-74.010373514441 40.741898962749)
MICRONESIA MISSION TO UN,Gobierno,POINT (-73.971174215362 40.750828811311)
NYU BROADWAY BLOCK B,Educativo,POINT (-73.9937831953 40.729385752049)
FRANKLIN PLAZA BUILDING 7 A,Residencial,POINT (-73.941784444235 40.790922820307)
DOMINICAN ACADEMY HS,Educativo,POINT (-73.966508709762 40.768727321187)
ST JEAN BAPTISTE HIGH SCHOOL,Educativo,POINT (-73.95988774958 40.772202908374)
EAST RIVER HOUSES BUILDING 1,Residencial,POINT (-73.940481312055 40.788414172454)
TURKMENISTAN MISSION TO UN,Gobierno,POINT (-73.966466691556 40.752546708826)
CENTRAL PARK THE BLOCKHOUSE,Recreativo,POINT (-73.956291783318 40.798678428994)
HIGH LINE W 30 ST ENTRANCE,Recreativo,POINT (-74.001984944742 40.75229845465)
DAG HAMMARSKJOLD PLAZA,Recreativo,POINT (-73.969020171015 40.75239755683)
TOMPKINS SQUARE PARK,Recreativo,POINT (-73.981714236404 40.726460308667)
GRACIE MANSION,Gobierno,POINT (-73.943197060971 40.77610163598)
JACOB RIIS HOUSES BUILDING 13,Residencial,POINT (-73.97444231188 40.723458000285)
NEW YORK UNIVERSITY BRONFMAN CENTER,Educativo,POINT (-73.99466340062 40.733250608354)
JAVITS CENTER,Cultural,POINT (-74.003413066772 40.757460121442)
CENTRAL PARK DIANA ROSS PLAYGROUND,Recreativo,POINT (-73.970957682627 40.782246076888)
STUYVESANT TOWN,Residencial,POINT (-73.978166660932 40.73188601299)
COLUMBIA UNIVERSITY MEDICAL CENTER BARD HALL,Educativo,POINT (-73.943319456151 40.843341036012)
WALD HOUSES BUILDING 6,Residencial,POINT (-73.976379702584 40.721062049642)
KIPS BAY TOWERS SOUTH BUILDING,Residencial,POINT (-73.975796133126 40.742108902341)
DYCKMAN HOUSES BUILDING 2,Residencial,POINT (-73.923135653586 40.859659264855)
CAROLINES ON BROADWAY COMEDY CLUB,Cultural,POINT (-73.984083489677 40.760913093389)
KAYE PLAYHOUSE AT HUNTER COLLEGE,Educativo,POINT (-73.964594593003 40.768409564494)
CASABLANCA HOTEL TIMES SQUARE,Comercial,POINT (-73.985425923822 40.75643709251)
PS 158 BAYARD TAYLOR,Educativo,POINT (-73.950899601982 40.770334571485)
CENTRAL PARK THE DENE,Recreativo,POINT (-73.970446291854 40.770122246305)
SARDIS WEST,Comercial,POINT (-73.987577018053 40.757840040048)
LEVEL CLUB CONDO,Residencial,POINT (-73.982969448496 40.780287562385)
DISCOVERY TIMES SQUARE EXHIBITION CENTER,Comercial,POINT (-73.987347205145 40.757681032243)
MTA HEADQUARTERS,Gobierno,POINT (-74.012897178744 40.704521655915)
DOUGLASS I HOUSES BUILDING 9,Residencial,POINT (-73.963808450865 40.797268682594)
BELVEDERE HOTEL,Comercial,POINT (-73.988031298448 40.761683380792)
NEW YORK UNIVERSITY INSTITUTE OF FRENCH STUDIES,Educativo,POINT (-73.995423311949 40.731260976396)
DIZZY'S CLUB COCA-COLA,Cultural,POINT (-73.982858873923 40.768409603642)
FITZPATRICK MANHATTAN HOTEL,Comercial,POINT (-73.969194662683 40.760562292)
GREYSTONE APARTMENTS,Residencial,POINT (-73.973553912806 40.791062076271)
CATHERINE SLIP MALLS,Recreativo,POINT (-73.996173709771 40.709619900852)
REFINERY HOTEL,Comercial,POINT (-73.985308026676 40.752220075118)
JEFFERSON HOUSES BUILDING 7,Residencial,POINT (-73.937432898123 40.793931824854)
PS 89 LIBERTY SCHOOL,Educativo,POINT (-74.013630879761 40.71704961923)
COLUMBIA UNIVERSITY HARMONY HALL,Educativo,POINT (-73.965876797762 40.803630110164)
SAMUEL CITY HOUSES BUILDING 2,Residencial,POINT (-73.937404525837 40.820283825644)
NEW YORK CITY POLICE MUSEUM,Cultural,POINT (-74.00809190196 40.703472337607)
JAMES MADISON PLAZA,Recreativo,POINT (-74.000443841157 40.711504391237)
PETER COOPER VILLAGE - 3 PCR,Residencial,POINT (-73.977288449413 40.735268716591)
NEW YORK INSTITUTE OF TECHNOLOGY RIVERSIDE TERRACE,Educativo,POINT (-73.978953290432 40.790900294696)
CROATIA MISSION TO UN,Gobierno,POINT (-73.971154404874 40.75091316564)
NYS OMH POWER PLANT PUMP ROOM,Salud,POINT (-73.926987331259 40.78503607765)
EL AL AIRLINES,Comercial,POINT (-73.987151937166 40.743226936134)
HOLY SEE MISSION TO UN,Gobierno,POINT (-73.980007368837 40.75082985086)
WAGNER HOUSES BUILDING 21,Residencial,POINT (-73.933037382967 40.801175083087)
LOWER EAST SIDE ECOLOGY CENTER COMMUNITY GARDEN,Recreativo,POINT (-73.979681467311 40.724607884172)
RIVERBANK PARK AMPHITHEATER,Cultural,POINT (-73.957483248729 40.826528619638)
THE BATTERY SOUTH KIOSK,Recreativo,POINT (-74.015498166355 40.701750008129)
AMC KIPS BAY 15 THEATRE,Cultural,POINT (-73.976564378628 40.743053089279)
BMCC BOROUGH OF MANHATTAN COMMUNITY COLLEGE,Educativo,POINT (-74.011991675363 40.718937590233)
SEWARD PARK LIBRARY,Cultural,POINT (-73.988476640258 40.714399204126)
JEFFERSON HOUSES BUILDING 9,Residencial,POINT (-73.938505636245 40.794419204164)
DUANE PARK,Recreativo,POINT (-74.009415549505 40.717200474269)
HEARST TOWER,Comercial,POINT (-73.983473953266 40.766534319877)
NYU NUTRITION & FOOD STUDIES,Educativo,POINT (-73.992367618027 40.728375747552)
ARSENAL WEST,Gobierno,POINT (-73.982926486308 40.769950305715)
INDEPENDENCE HIGH SCHOOL,Educativo,POINT (-73.988984050174 40.768007445462)
DJIBOUTI MISSION TO UN,Gobierno,POINT (-73.965628098744 40.75222323632)
DOUGLASS II HOUSES BUILDING 2,Residencial,POINT (-73.966183698564 40.796128593653)
MET BREUER,Cultural,POINT (-73.963955540014 40.773481171655)
MITZI E NEWHOUSE THEATER,Cultural,POINT (-73.984320514556 40.773679634294)
QUAD CINEMA,Cultural,POINT (-73.99598898798 40.735952278826)
VILLAGE VIEW CO-OP BUILDING 1,Residencial,POINT (-73.985819257598 40.725971154513)
TKTS TIMES SQUARE,Comercial,POINT (-73.984891499561 40.759166978467)
WILLIAM MCCRAY PLAYGROUND,Recreativo,POINT (-73.937837194584 40.815601738205)
SOFITEL HOTEL,Comercial,POINT (-73.981787560196 40.755759027112)
EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,Educativo,POINT (-73.947309407224 40.817440120179)
URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Educativo,POINT (-73.955507154343 40.815561230707)
KING TOWERS BUILDING 1,Residencial,POINT (-73.94978606517 40.800827628395)
GRANT HOUSES CHILDRES CENTER,Residencial,POINT (-73.956116368988 40.811826521508)
BMCC 70 MURRAY ST,Educativo,POINT (-74.010853575427 40.714370497146)
SMITH HOUSES BUILDING 1,Residencial,POINT (-73.99669942278 40.709513775985)
BARUCH HSES,Residencial,POINT (-73.977941092142 40.717697308525)
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 7,Residencial,POINT (-73.939200660749 40.837247487684)
CITY COLLEGE AARON DAVIS HALL,Educativo,POINT (-73.951538349529 40.817595366615)
TATHAM HOUSE,Residencial,POINT (-73.977681227951 40.748713479479)
RIIS 2 HOUSES BUILDING 17,Residencial,POINT (-73.976169592336 40.722508281079)
LEHMAN VILLAGE BUILDING 2,Residencial,POINT (-73.946637454071 40.795458294652)
AMSTERDAM HOUSES BUILDING 13,Residencial,POINT (-73.98842824987 40.773750079458)
WINDERMERE WEST END APARTMENT,Residencial,POINT (-73.974657579841 40.792817142646)
EARTH SCHOOL,Educativo,POINT (-73.981165982089 40.724068170441)
ROCKEFELLER CENTER CONCOURSE,Comercial,POINT (-73.979973094774 40.759327283095)
TIME NY HOTEL,Comercial,POINT (-73.985466818638 40.761054906785)
PS 40 AUGUSTUS ST GAUDENS,Educativo,POINT (-73.981468059363 40.735508073684)
SCHURZ PARK E 87 ST ENTR,Recreativo,POINT (-73.944167302173 40.775581074926)
RANDALLS ISLAND FIELD 61,Recreativo,POINT (-73.925068492445 40.784444518283)
PATHMARK E 125 ST,Comercial,POINT (-73.937294388059 40.804093820124)
LA GUARDIA HOUSES BUILDING 9,Residencial,POINT (-73.985675716169 40.712677961079)
FRANKLIN PLAZA BUILDING 2 B,Residencial,POINT (-73.94389717157 40.791568159318)
SAKS FIFTH AVENUE MIDTOWN EAST,Comercial,POINT (-73.977028294444 40.758085785364)
TOMPKINS SQUARE PARK MINI POOL,Recreativo,POINT (-73.980965542484 40.726885638963)
FORSYTH GARDEN CONSERVANCY,Recreativo,POINT (-73.992733194499 40.71947219386)
GOVERNORS ISLAND FORT JAY,Recreativo,POINT (-74.015951858388 40.691378588342)
COMOROS MISSION TO UN,Gobierno,POINT (-73.965586231966 40.752167130052)
BOGARDUS GARDEN,Recreativo,POINT (-74.009113625868 40.715911717381)
UNITED PALACE THEATRE,Cultural,POINT (-73.938023792521 40.846446894259)
SAMUEL CITY HOUSES BUILDING 6,Residencial,POINT (-73.938264837735 40.820605939225)
KIRBY FORENSIC PSYCHIATRIC CENTER,Salud,POINT (-73.929646306245 40.789200256661)
MUSEUM OF JEWISH HERITAGE,Cultural,POINT (-74.018636554649 40.705966614148)
JOHN JAY PARK PAVILION,Recreativo,POINT (-73.949049087758 40.769120674193)
BRYANT PR/AMERICAS,Recreativo,POINT (-73.984704115373 40.753660173065)
CITY COLLEGE SHEPARD HALL,Educativo,POINT (-73.948001878749 40.820613277204)
PARK SAVOY HOTEL,Comercial,POINT (-73.978751669728 40.76573301473)
TALENT UNLIMITED HIGH SCHOOL,Educativo,POINT (-73.959617563311 40.765658880322)
MUSEUM OF SEX,Cultural,POINT (-73.987416143736 40.744073677752)
LANDMARK HIGH SCHOOL,Educativo,POINT (-74.002461415386 40.743158101271)
STRANG CANCER PREVENTION INSTITUTE,Salud,POINT (-73.972398429105 40.761837679608)
NEW YORK UNIVERSITY PSYCHOLOGY BUILDING,Educativo,POINT (-73.994450502802 40.729204539911)
TIMES SQUARE MUSEUM & VISITOR CENTER,Cultural,POINT (-73.984531339377 40.758676540924)
BATTERY PARK CITY ESPLANADE,Recreativo,POINT (-74.017979150324 40.711380989888)
MUSEUM OF ICE CREAM,Cultural,POINT (-73.997857499456 40.72383426939)
PS 108 PLAYGROUND,Recreativo,POINT (-73.947959009814 40.79492751231)
HUDSON YARDS VESSEL PLATFORM LIFT,Comercial,POINT (-74.002165931198 40.753663506866)
ST ALBANS SCHOOL,Educativo,POINT (-73.967687950229 40.754695544903)
ST JAMES HOTEL,Comercial,POINT (-73.983254253421 40.757170274639)
CENTRAL AFRICA MISSION TO UN,Gobierno,POINT (-73.965472255085 40.752130208207)
MANHATTANVILLE REHABS GROUP 2 BUILDING 1,Residencial,POINT (-73.953759297284 40.818892336873)
BRYANT POST OFFICE,Gobierno,POINT (-73.981525751688 40.754808009777)
ELEANOR ROOSEVELT HIGH SCHOOL,Educativo,POINT (-73.953330223325 40.770259978041)
STUYVESANT TOWN - 21 SO/ 19 SO,Residencial,POINT (-73.978053281906 40.732670399208)
DAVENPORT THEATRE,Cultural,POINT (-73.990583818572 40.759913540872)
OLD CHELSEA POST OFFICE,Gobierno,POINT (-73.998738281751 40.741644467361)
INWOOD HILL PARK OSAGE ORANGE TREE,Recreativo,POINT (-73.927308805504 40.871236773103)
HILTON GARDEN INN HOTEL CENTRAL PARK SOUTH MIDTOWN WEST,Comercial,POINT (-73.983020008583 40.764507440952)
NEW YORK UNIVERSITY 14 WASHINGTON PLACE,Educativo,POINT (-73.995228655831 40.729520760583)
LANDER COLLEGE FOR WOMEN,Educativo,POINT (-73.988417951731 40.771771004624)
MARBLE HILL HOUSES BUILDING 7,Residencial,POINT (-73.906995106012 40.87593147806)
HAITI MISSION TO UN,Gobierno,POINT (-73.971787425549 40.750847917364)
STUYVESANT TOWN 435 E 14 445 E 14,Residencial,POINT (-73.980742583827 40.731026015313)
ROGER MORRIS PARK,Recreativo,POINT (-73.938160550851 40.83453935206)
ROCKEFELLER UNIVERSITY SMITH HALL,Educativo,POINT (-73.954588261645 40.763417202541)
CHILDRENS MUSEUM OF THE ARTS,Cultural,POINT (-74.008029436148 40.727639952021)
SEWARD PARK EXTENSION HOUSES SHED,Residencial,POINT (-73.985374554194 40.717110140934)
NEW YORK UNIVERSITY SKIRBALL DEPARTMENT,Educativo,POINT (-73.998672345325 40.730407757919)
PAULA HEDBAVNY SCHOOL,Educativo,POINT (-73.912463687658 40.871585144736)
PS/MS 129 JOHN H FINLEY,Educativo,POINT (-73.952367578869 40.815065573212)
BARUCH PLAYGROUND COMFORT STATION,Recreativo,POINT (-73.976936284044 40.717231917807)
CORNELL TECH THE BRIDGE,Educativo,POINT (-73.955510223136 40.755184112141)
FULTON HOUSES GARAGE,Residencial,POINT (-74.00509870021 40.743769501473)
HOWARD BENNETT PLAYGROUND,Recreativo,POINT (-73.93871940009 40.813666141995)
AUDUBON PLAYGROUND,Recreativo,POINT (-73.938178664347 40.84163669632)
LOEWS THEATRE LINCOLN SQUARE,Cultural,POINT (-73.981689395979 40.775046607324)
RIVERSIDE PARK NORTH 126-155,Recreativo,POINT (-73.948338187475 40.833410337856)
HARBORVIEW TERRACE BUILDING 1,Residencial,POINT (-73.990214434459 40.7687171523)
FRANCE MISSION TO UN,Gobierno,POINT (-73.970132813311 40.753358385632)
SAVOY PARK APARTMENT,Residencial,POINT (-73.937274350395 40.81647068827)
TAIWAN TRADE CENTER OFFICE,Gobierno,POINT (-73.991764721745 40.750997137081)
PARK SOUTH,Recreativo,POINT (-73.980366843668 40.76844901199)
BRONX SHORE FIELD 47,Recreativo,POINT (-73.918113416014 40.797791670086)
LITTLE RED SCHOOL HOUSE,Educativo,POINT (-74.002005161106 40.729235316321)
URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,Educativo,POINT (-74.001424596915 40.711389588935)
INWOOD BASKETBALL COURTS,Recreativo,POINT (-73.921727673751 40.870178869104)
IRA ROBBINS PLAZA,Residencial,POINT (-73.957252626916 40.766913793728)
BROWNSTONES HOUSES BUILDING 21,Residencial,POINT (-73.96846245916 40.788937555324)
BRONX SHORE FIELD 3,Recreativo,POINT (-73.924147529969 40.801065991541)
CITY COLLEGE BASKERVILLE HALL,Educativo,POINT (-73.948975296728 40.821455250903)
CENTRAL PARK ZOO TICKET BUILDING,Recreativo,POINT (-73.971750600096 40.767044601332)
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 4,Residencial,POINT (-73.937986025427 40.837074564149)
ST PAULS E 118 ST SCHOOL,Educativo,POINT (-73.9415452939 40.800094219069)
KIPS BAY TOWERS,Residencial,POINT (-73.975771606915 40.742684010365)
GENERAL GRANT HOUSES BLDG 1,Residencial,POINT (-73.958328116261 40.814617777987)
DOUGLASS 2 HOUSES BLDG 15,Residencial,POINT (-73.967026875492 40.798117917536)
NYC DEPT OF HEALTH,Salud,POINT (-73.940279485644 40.841102837915)
CHELSEA PARK,Recreativo,POINT (-74.000484163161 40.749902130381)
SAMUEL CITY HOUSES BUILDING 22,Residencial,POINT (-73.938729482388 40.8199940604)
PS 206 JOSE CELSO BABOSA,Educativo,POINT (-73.930182384669 40.796931851265)
HARBOR SCIENCE AND ARTS CHARTER SCHOOL,Educativo,POINT (-73.944439252014 40.795492315339)
IS 289,Educativo,POINT (-74.013593351013 40.716901884442)
EAST RIVER PARK RUNNING TRACK,Recreativo,POINT (-73.973623323132 40.721692784724)
PS 188 THE ISLAND SCHOOL,Educativo,POINT (-73.977354701088 40.71971485167)
FRAUNCES TAVERN MUSEUM,Cultural,POINT (-74.011360079439 40.703417479293)
BARD GRADUATE CENTER GALLERY,Educativo,POINT (-73.970561534808 40.78559202674)
WASHINGTON HTS REHAB I & II BUILDING 3,Residencial,POINT (-73.933594525925 40.846053298929)
ASTOR PL THEATRE,Cultural,POINT (-73.992212562884 40.729311452926)
TANAHEY PLAYGROUND,Recreativo,POINT (-73.995099454045 40.710212803369)
FINLAND CONSULATE 15 FL,Gobierno,POINT (-73.96604876916 40.752397332301)
VLADECK 2 HOUSES BUILDING 24,Residencial,POINT (-73.980150297427 40.713288397326)
FRANKLIN PLAZA BUILDING 10 A,Residencial,POINT (-73.939968580414 40.790929695056)
NY HILTON MIDTOWN HOTEL,Comercial,POINT (-73.979168004498 40.762279777697)
BOWERY BALLROOM,Cultural,POINT (-73.993319053218 40.720427743272)
SAMUEL CITY HOUSES BUILDING 23,Residencial,POINT (-73.938595212626 40.819933881903)
PS 163 PLAYGROUND,Recreativo,POINT (-73.96865635903 40.795200672453)
SUNKEN MEADOW FIELD 33,Recreativo,POINT (-73.91667349937 40.794890525393)
FT TRYON PARK,Recreativo,POINT (-73.933490853738 40.861368625895)
FT WASHINGTON PARK LINK ADDITION,Recreativo,POINT (-73.951364066581 40.829370455427)
GOUVERNEUR GARDENS BUILDING 2,Residencial,POINT (-73.984690850057 40.712868281211)
NEW YORK UNIVERSITY WEINSTEIN HALL,Educativo,POINT (-73.995009743349 40.730972619341)
CLIFTON HOUSE,Residencial,POINT (-73.976449384294 40.782612975728)
344 EAST 28 STREET HOUSES,Residencial,POINT (-73.977005706788 40.739989445384)
SOPHIE IRENE LOEB PLAYGROUND,Recreativo,POINT (-73.994316642613 40.713324708587)
ORWELL HOUSE BUILDING,Residencial,POINT (-73.969755509837 40.785150646656)
HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,Educativo,POINT (-73.982590258163 40.732480124622)
THE MANHATTAN AT TIMES SQUARE HOTEL,Comercial,POINT (-73.9829953261 40.762216073171)
EAST RIVER HOUSES BUILDING 5,Residencial,POINT (-73.939043292356 40.788083264231)
EAST RIVER HOUSES BUILDING 9,Residencial,POINT (-73.938572458786 40.787813801842)
FIRST HOUSES BUILDING 3,Residencial,POINT (-73.985621275067 40.723605956113)
PS 1 ALFRED E SMITH,Educativo,POINT (-73.997526590207 40.712616801401)
WHIN MUSIC COMMUNITY CHARTER SCHOOL,Educativo,POINT (-73.937424649241 40.836817714525)
BOSNIA & HERZEGOVINA MISSION TO UN,Gobierno,POINT (-73.975628505052 40.752741216771)
WYNDHAM NEW YORKER HOTEL,Comercial,POINT (-73.993507305671 40.752657680136)
ABRAHAM LINCOLN PLAYGROUND,Recreativo,POINT (-73.937260751661 40.812275838412)
SOLOMON ISLANDS MISSION TO UN,Gobierno,POINT (-73.971565016269 40.750254157773)
NEW YORK UNIVERSITY - 10 ASTER PLACE,Educativo,POINT (-73.991998967226 40.729705949981)
PS 111 ADOLPH S OCHS,Educativo,POINT (-73.989670247171 40.765973912932)
INWOOD HILL PARK ROCK SHELTERS,Recreativo,POINT (-73.92488335931 40.872755706791)
JUILLIARD THEATER,Cultural,POINT (-73.982691950597 40.773467991496)
EAST RIVER FIELDS SOCCER 83,Recreativo,POINT (-73.934891073214 40.784437785127)
GREEK CONSULATE,Gobierno,POINT (-73.961164518268 40.776191970478)
PS 30 HERNANDEZ HUGHES,Educativo,POINT (-73.935085985467 40.805688620328)
NEW YORK UNIVERSITY BROWN BUILDING,Educativo,POINT (-73.995365819893 40.730073174374)
WASHINGTON HTS REHAB I & II BUILDING 4,Residencial,POINT (-73.933684659535 40.845771384864)
HUNTERS APARTMENTS 79 ST,Educativo,POINT (-73.953676777535 40.772564979276)
COLUMBIA UNIVERSITY DEPARTMENT OF MATHEMATICS,Educativo,POINT (-73.962688582899 40.809069497797)
OCULUS SHOPPING MALL,Comercial,POINT (-74.011601514421 40.711632056611)
ST GREGORYS PLAYGROUND,Recreativo,POINT (-73.972022946906 40.789573285693)
CALIENTE CAB RESTAURANT 7 AVE S,Comercial,POINT (-74.003544235526 40.73187730351)
THE THEATER AT MADISON SQUARE GARDEN,Cultural,POINT (-73.993642888551 40.75062732383)
ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,Educativo,POINT (-73.945734155296 40.815044494528)
FT TRYON PARK GAZEBO,Recreativo,POINT (-73.931467403426 40.861865654254)
GRANT HOUSES HEALTH CENTER,Salud,POINT (-73.95830972384 40.814560583334)
KYRGYZSTAN MISSION TO UN,Gobierno,POINT (-73.965792476682 40.752244810174)
ANDREW HASWELL GREEN PARK,Recreativo,POINT (-73.95759926305 40.759579828903)
COLUMBIA UNIVERSITY LOW MEMORIAL LIBRARY,Educativo,POINT (-73.961788651164 40.808260726556)
WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Educativo,POINT (-73.954018565547 40.802550762555)
HARLEM VILLAGE ACADEMY EAST,Educativo,POINT (-73.933478741713 40.799258810887)
ROOSEVELT HOTEL,Comercial,POINT (-73.977076792097 40.75459998283)
CARMANSVILLE PLAYGROUND,Recreativo,POINT (-73.94426076515 40.829258706908)
NATIONAL ACADEMY SCHOOL OF FINE ART,Educativo,POINT (-73.958230215004 40.783320086362)
STRAUS HOUSES BUILDING 1,Residencial,POINT (-73.979711282131 40.741129644065)
BB KING BLUES CLUB & GRILL,Comercial,POINT (-73.98837653179 40.756949511753)
METROPOLITAN COLLEGE,Educativo,POINT (-74.006820746263 40.723450100368)
LOTTE NEW YORK PALACE HOTEL,Comercial,POINT (-73.974888551434 40.758191900935)
ABC MERRICATS CASTLE SCHOOL,Educativo,POINT (-73.950036241292 40.778688205569)
RIVERSIDE PARK DOG RUN W 87 ST,Recreativo,POINT (-73.980509382193 40.790525082367)
SECRET GARDEN,Recreativo,POINT (-73.980343482475 40.722492854137)
RIVERTON HOTEL,Comercial,POINT (-73.942533225514 40.812454328686)
BEACON HIGH SCHOOL,Educativo,POINT (-73.995961144241 40.761327141621)
CENTRAL PARK WALLACH WALK,Recreativo,POINT (-73.970494992532 40.769323952098)
IRA ROBBINS PLAZA MAIN BUILDING,Residencial,POINT (-73.957274964008 40.76689324007)
DIA ART FOUNDATION CHELSEA GALLERY,Cultural,POINT (-74.006169360744 40.747853793076)
ROCKEFELLER UNIVERSITY TENNIS COURT,Educativo,POINT (-73.955233685905 40.763690839185)
RIVERBANK PARK BASKETBALL COURTS,Recreativo,POINT (-73.957481186722 40.823620987977)
KAUFMAN CONCERT HALL,Cultural,POINT (-73.952759592821 40.78299719298)
TAFT HOUSES BUILDING 10,Residencial,POINT (-73.94636796824 40.798498930427)
NEW YORK CITY CHARTER SCHOOL OF THE ARTS,Educativo,POINT (-74.013105236797 40.705570677147)
AVENUE B COMMUNITY GARDEN,Recreativo,POINT (-73.979035304301 40.728363525539)
RIVERBANK PARK ATHLETIC BUILDING,Recreativo,POINT (-73.956882891035 40.826321405049)
STUYVESANT TOWN 605 E 14 615 E 14 625 E 14,Residencial,POINT (-73.976969405815 40.729430839999)
CENTRAL PARK SHEEP MEADOW,Recreativo,POINT (-73.975194989127 40.772091638512)
CARRIE MCCRACKEN TRUCE GARDEN,Recreativo,POINT (-73.953084787216 40.804586533999)
FORT WASHINGTON PARK DISCOVERY PLAYGROUND,Recreativo,POINT (-73.947738526146 40.839968078557)
LE CHAMBORD CONDOMINIUMS,Residencial,POINT (-73.957019467788 40.768002406388)
EAST RIVER PARK AT CHERRY STREET,Recreativo,POINT (-73.976959682555 40.712272158909)
INTERNATIONAL CENTER OF PHOTOGRAPHY MUSEUM,Cultural,POINT (-73.993307332493 40.723033971636)
SAMUEL I MHOP HOUSES BUILDING 42,Residencial,POINT (-73.941183310106 40.817396332043)
JEFFERSON HOUSES BUILDING 11,Residencial,POINT (-73.939659382959 40.794960391478)
LOUIS D BRANDEIS EDUCATIONAL CAMPUS,Educativo,POINT (-73.974031270464 40.786007153217)
JOHN JAY POOL,Recreativo,POINT (-73.948878622819 40.769432075188)
SUCCESS ACADEMY CHARTER SCHOOL HARLEM 2,Educativo,POINT (-73.935438704978 40.80583112078)
SENEGAL CONSULTE,Gobierno,POINT (-73.950346576419 40.802544994882)
SAMUEL CITY HOUSES BUILDING 33,Residencial,POINT (-73.939816726043 40.820076015477)
WAGNER HOUSES OFC,Residencial,POINT (-73.932023449958 40.799975359302)
